country,Count,year,Type
Oth Africa,3.0,2015,In-Land
Argentina,104.0,2015,In-Land
Bolivia,5.0,2015,In-Land
Brazil,19.0,2015,In-Land
Chile,3.0,2015,In-Land
Colombia,25.0,2015,In-Land
Costa Rica,0.0,2015,In-Land
Ecuador*,12.0,2015,In-Land
Mexico,23.0,2015,In-Land
Peru,1.0,2015,In-Land
Trinidad,3.0,2015,In-Land
Venezuela*,62.0,2015,In-Land
Oth L.A.,1.0,2015,In-Land
Australia,9.0,2015,In-Land
Bangladesh,0.0,2015,In-Land
Brunei,0.0,2015,In-Land
India,87.0,2015,In-Land
Indonesia*,20.0,2015,In-Land
Japan,0.0,2015,In-Land
Malaysia,0.0,2015,In-Land
Myanmar,0.0,2015,In-Land
New Zealand,1.0,2015,In-Land
Off China,0.0,2015,In-Land
Papua New Guinea,3.0,2015,In-Land
Phillippines,3.0,2015,In-Land
Taiwan,0.0,2015,In-Land
Thailand,4.0,2015,In-Land
Vietnam,0.0,2015,In-Land
Oth Far East,0.0,2015,In-Land
U.S.,510.0,2016,In-Land
Canada,128.0,2016,In-Land
Austria,0.0,2016,In-Land
Denmark,0.0,2016,In-Land
France,0.0,2016,In-Land
Germany,4.0,2016,In-Land
Greece,0.0,2016,In-Land
Netherlands,1.0,2016,In-Land
Hungary,2.0,2016,In-Land
Italy,4.0,2016,In-Land
Norway,0.0,2016,In-Land
Poland,6.0,2016,In-Land
Romania,5.0,2016,In-Land
Spain,0.0,2016,In-Land
Turkey,29.0,2016,In-Land
U.K.,0.0,2016,In-Land
Yugoslavia/Croatia,1.0,2016,In-Land
Oth Eur,8.0,2016,In-Land
Abu Dhabi*,30.0,2016,In-Land
Dubai*,0.0,2016,In-Land
Egypt,21.0,2016,In-Land
Iran*,0.0,2016,In-Land
Iraq*,43.0,2016,In-Land
Jordan,0.0,2016,In-Land
Kuwait*,44.0,2016,In-Land
Oman,66.0,2016,In-Land
Pakistan,24.0,2016,In-Land
Qatar*,4.0,2016,In-Land
Saudi Arabia*,108.0,2016,In-Land
Sudan,0.0,2016,In-Land
Syria,0.0,2016,In-Land
Yemen,0.0,2016,In-Land
Oth Mid East,1.0,2016,In-Land
Algeria*,54.0,2016,In-Land
Angola,0.0,2016,In-Land
Congo,0.0,2016,In-Land
Gabon*,0.0,2016,In-Land
Kenya,11.0,2016,In-Land
Libya*,0.0,2016,In-Land
Nigeria*,3.0,2016,In-Land
S. Africa,0.0,2016,In-Land
Tunisia,0.0,2016,In-Land
Oth Africa,1.0,2016,In-Land
Argentina,68.0,2016,In-Land
Bolivia,5.0,2016,In-Land
Brazil,8.0,2016,In-Land
Chile,3.0,2016,In-Land
Colombia,8.0,2016,In-Land
Costa Rica,0.0,2016,In-Land
Ecuador*,4.0,2016,In-Land
Mexico,8.0,2016,In-Land
Peru,1.0,2016,In-Land
Trinidad,2.0,2016,In-Land
Venezuela*,55.0,2016,In-Land
Oth L.A.,2.0,2016,In-Land
Australia,3.0,2016,In-Land
Bangladesh,0.0,2016,In-Land
Brunei,0.0,2016,In-Land
India,80.0,2016,In-Land
Indonesia*,15.0,2016,In-Land
Japan,0.0,2016,In-Land
Malaysia,0.0,2016,In-Land
Myanmar,0.0,2016,In-Land
New Zealand,0.0,2016,In-Land
Off China,0.0,2016,In-Land
Papua New Guinea,2.0,2016,In-Land
Phillippines,2.0,2016,In-Land
Taiwan,0.0,2016,In-Land
Thailand,2.0,2016,In-Land
Vietnam,0.0,2016,In-Land
Oth Far East,0.0,2016,In-Land
U.S.,875.0,2017,In-Land
Canada,207.0,2017,In-Land
Austria,1.0,2017,In-Land
Denmark,0.0,2017,In-Land
France,1.0,2017,In-Land
Germany,3.0,2017,In-Land
Greece,0.0,2017,In-Land
Netherlands,0.0,2017,In-Land
Hungary,1.0,2017,In-Land
Italy,3.0,2017,In-Land
Norway,0.0,2017,In-Land
Poland,9.0,2017,In-Land
Romania,6.0,2017,In-Land
Spain,0.0,2017,In-Land
Turkey,23.0,2017,In-Land
U.K.,0.0,2017,In-Land
Yugoslavia/Croatia,1.0,2017,In-Land
Oth Eur,11.0,2017,In-Land
Abu Dhabi*,35.0,2017,In-Land
Dubai*,0.0,2017,In-Land
Egypt,20.0,2017,In-Land
Iran*,0.0,2017,In-Land
Iraq*,49.0,2017,In-Land
Jordan,0.0,2017,In-Land
Kuwait*,54.0,2017,In-Land
Oman,55.0,2017,In-Land
Pakistan,22.0,2017,In-Land
Qatar*,4.0,2017,In-Land
Saudi Arabia*,101.0,2017,In-Land
Sudan,0.0,2017,In-Land
Syria,0.0,2017,In-Land
Yemen,0.0,2017,In-Land
Oth Mid East,3.0,2017,In-Land
Algeria*,54.0,2017,In-Land
Angola,0.0,2017,In-Land
Congo,0.0,2017,In-Land
Gabon*,1.0,2017,In-Land
Kenya,9.0,2017,In-Land
Libya*,0.0,2017,In-Land
Nigeria*,5.0,2017,In-Land
S. Africa,0.0,2017,In-Land
Tunisia,0.0,2017,In-Land
Oth Africa,2.0,2017,In-Land
Argentina,62.0,2017,In-Land
Bolivia,3.0,2017,In-Land
Brazil,4.0,2017,In-Land
Chile,2.0,2017,In-Land
Colombia,21.0,2017,In-Land
Costa Rica,0.0,2017,In-Land
Ecuador*,6.0,2017,In-Land
Mexico,5.0,2017,In-Land
Peru,2.0,2017,In-Land
Trinidad,4.0,2017,In-Land
Venezuela*,45.0,2017,In-Land
Oth L.A.,0.0,2017,In-Land
Australia,13.0,2017,In-Land
Bangladesh,0.0,2017,In-Land
Brunei,0.0,2017,In-Land
India,81.0,2017,In-Land
Indonesia*,24.0,2017,In-Land
Japan,1.0,2017,In-Land
Malaysia,0.0,2017,In-Land
Myanmar,0.0,2017,In-Land
New Zealand,0.0,2017,In-Land
Off China,0.0,2017,In-Land
Papua New Guinea,1.0,2017,In-Land
Phillippines,1.0,2017,In-Land
Taiwan,0.0,2017,In-Land
Thailand,3.0,2017,In-Land
Vietnam,0.0,2017,In-Land
Oth Far East,0.0,2017,In-Land
U.S.,1032.0,2018,In-Land
Canada,191.0,2018,In-Land
Austria,1.0,2018,In-Land
Denmark,0.0,2018,In-Land
France,1.0,2018,In-Land
Germany,3.0,2018,In-Land
Greece,0.0,2018,In-Land
Netherlands,1.0,2018,In-Land
Hungary,2.0,2018,In-Land
Italy,1.0,2018,In-Land
Norway,0.0,2018,In-Land
Poland,6.0,2018,In-Land
Romania,8.0,2018,In-Land
Spain,0.0,2018,In-Land
Turkey,19.0,2018,In-Land
U.K.,1.0,2018,In-Land
Yugoslavia/Croatia,1.0,2018,In-Land
Oth Eur,10.0,2018,In-Land
Abu Dhabi*,38.0,2018,In-Land
Dubai*,0.0,2018,In-Land
Egypt,22.0,2018,In-Land
Iran*,0.0,2018,In-Land
Iraq*,59.0,2018,In-Land
Jordan,0.0,2018,In-Land
Kuwait*,51.0,2018,In-Land
Oman,53.0,2018,In-Land
Pakistan,24.0,2018,In-Land
Qatar*,4.0,2018,In-Land
Saudi Arabia*,99.0,2018,In-Land
Sudan,0.0,2018,In-Land
Syria,0.0,2018,In-Land
Yemen,0.0,2018,In-Land
Oth Mid East,1.0,2018,In-Land
Algeria*,50.0,2018,In-Land
Angola,0.0,2018,In-Land
Congo,0.0,2018,In-Land
Gabon*,3.0,2018,In-Land
Kenya,8.0,2018,In-Land
Libya*,3.0,2018,In-Land
Nigeria*,8.0,2018,In-Land
S. Africa,0.0,2018,In-Land
Tunisia,2.0,2018,In-Land
Oth Africa,7.0,2018,In-Land
Argentina,71.0,2018,In-Land
Bolivia,3.0,2018,In-Land
Brazil,4.0,2018,In-Land
Chile,2.0,2018,In-Land
Colombia,26.0,2018,In-Land
Costa Rica,0.0,2018,In-Land
Ecuador*,8.0,2018,In-Land
Mexico,13.0,2018,In-Land
Peru,4.0,2018,In-Land
Trinidad,2.0,2018,In-Land
Venezuela*,30.0,2018,In-Land
Oth L.A.,1.0,2018,In-Land
Australia,17.0,2018,In-Land
Bangladesh,0.0,2018,In-Land
Brunei,0.0,2018,In-Land
India,85.0,2018,In-Land
Indonesia*,30.0,2018,In-Land
Japan,0.0,2018,In-Land
Malaysia,0.0,2018,In-Land
Myanmar,0.0,2018,In-Land
New Zealand,1.0,2018,In-Land
Off China,0.0,2018,In-Land
Papua New Guinea,1.0,2018,In-Land
Phillippines,0.0,2018,In-Land
Taiwan,0.0,2018,In-Land
Thailand,2.0,2018,In-Land
Vietnam,0.0,2018,In-Land
Oth Far East,0.0,2018,In-Land
U.S.,971.0,2019,In-Land
Canada,135.0,2019,In-Land
Austria,1.0,2019,In-Land
Denmark,0.0,2019,In-Land
France,2.0,2019,In-Land
Germany,3.0,2019,In-Land
Greece,0.0,2019,In-Land
Netherlands,0.0,2019,In-Land
Hungary,2.0,2019,In-Land
Italy,3.0,2019,In-Land
Norway,0.0,2019,In-Land
Poland,6.0,2019,In-Land
Romania,10.0,2019,In-Land
Spain,0.0,2019,In-Land
Turkey,18.0,2019,In-Land
U.K.,0.0,2019,In-Land
Yugoslavia/Croatia,1.0,2019,In-Land
Oth Eur,61.0,2019,In-Land
Abu Dhabi*,40.0,2019,In-Land
Dubai*,0.0,2019,In-Land
Egypt,22.0,2019,In-Land
Iran*,0.0,2019,In-Land
Iraq*,73.0,2019,In-Land
Jordan,0.0,2019,In-Land
Kuwait*,45.0,2019,In-Land
Oman,53.0,2019,In-Land
Pakistan,22.0,2019,In-Land
Qatar*,3.0,2019,In-Land
Saudi Arabia*,96.0,2019,In-Land
Sudan,1.0,2019,In-Land
Syria,0.0,2019,In-Land
Yemen,0.0,2019,In-Land
Oth Mid East,1.0,2019,In-Land
Algeria*,46.0,2019,In-Land
Angola,0.0,2019,In-Land
Congo,0.0,2019,In-Land
Gabon*,5.0,2019,In-Land
Kenya,7.0,2019,In-Land
Libya*,13.0,2019,In-Land
Nigeria*,10.0,2019,In-Land
S. Africa,0.0,2019,In-Land
Tunisia,2.0,2019,In-Land
Oth Africa,13.0,2019,In-Land
Argentina,66.0,2019,In-Land
Bolivia,4.0,2019,In-Land
Brazil,4.0,2019,In-Land
Chile,2.0,2019,In-Land
Colombia,30.0,2019,In-Land
Costa Rica,0.0,2019,In-Land
Ecuador*,8.0,2019,In-Land
Mexico,13.0,2019,In-Land
Peru,5.0,2019,In-Land
Trinidad,1.0,2019,In-Land
Venezuela*,24.0,2019,In-Land
Oth L.A.,3.0,2019,In-Land
Australia,23.0,2019,In-Land
Bangladesh,0.0,2019,In-Land
Brunei,0.0,2019,In-Land
India,82.0,2019,In-Land
Indonesia*,20.0,2019,In-Land
Japan,2.0,2019,In-Land
Malaysia,0.0,2019,In-Land
Myanmar,1.0,2019,In-Land
New Zealand,2.0,2019,In-Land
Off China,0.0,2019,In-Land
Papua New Guinea,1.0,2019,In-Land
Phillippines,1.0,2019,In-Land
Taiwan,0.0,2019,In-Land
Thailand,2.0,2019,In-Land
Vietnam,0.0,2019,In-Land
Oth Far East,0.0,2019,In-Land
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
Hungary,0.0,2019,Off-Shore
Italy,0.0,2019,Off-Shore
Norway,17.0,2019,Off-Shore
Poland,0.0,2019,Off-Shore
Romania,0.0,2019,Off-Shore
Spain,0.0,2019,Off-Shore
Turkey,2.0,2019,Off-Shore
U.K.,15.0,2019,Off-Shore
Yugoslavia/Croatia,0.0,2019,Off-Shore
Oth Eur,6.0,2019,Off-Shore
Abu Dhabi*,20.0,2019,Off-Shore
Dubai*,2.0,2019,Off-Shore
Egypt,4.0,2019,Off-Shore
Iran*,0.0,2019,Off-Shore
Iraq*,0.0,2019,Off-Shore
Jordan,0.0,2019,Off-Shore
Kuwait*,0.0,2019,Off-Shore
Oman,0.0,2019,Off-Shore
Pakistan,1.0,2019,Off-Shore
Qatar*,10.0,2019,Off-Shore
Saudi Arabia*,19.0,2019,Off-Shore
Sudan,0.0,2019,Off-Shore
Syria,0.0,2019,Off-Shore
Yemen,0.0,2019,Off-Shore
Oth Mid East,1.0,2019,Off-Shore
Algeria*,0.0,2019,Off-Shore
Angola,5.0,2019,Off-Shore
Congo,3.0,2019,Off-Shore
Gabon*,2.0,2019,Off-Shore
Kenya,0.0,2019,Off-Shore
Libya*,2.0,2019,Off-Shore
Nigeria*,5.0,2019,Off-Shore
S. Africa,0.0,2019,Off-Shore
Tunisia,0.0,2019,Off-Shore
Oth Africa,5.0,2019,Off-Shore
Argentina,0.0,2019,Off-Shore
Bolivia,0.0,2019,Off-Shore
Brazil,6.0,2019,Off-Shore
Chile,0.0,2019,Off-Shore
Colombia,0.0,2019,Off-Shore
Costa Rica,0.0,2019,Off-Shore
Ecuador*,0.0,2019,Off-Shore
Mexico,21.0,2019,Off-Shore
Peru,0.0,2019,Off-Shore
Trinidad,2.0,2019,Off-Shore
Venezuela*,0.0,2019,Off-Shore
Oth L.A.,0.0,2019,Off-Shore
Australia,2.0,2019,Off-Shore
Bangladesh,0.0,2019,Off-Shore
Brunei,1.0,2019,Off-Shore
India,35.0,2019,Off-Shore
Indonesia*,5.0,2019,Off-Shore
Japan,0.0,2019,Off-Shore
Malaysia,8.0,2019,Off-Shore
Myanmar,2.0,2019,Off-Shore
New Zealand,0.0,2019,Off-Shore
Off China,39.0,2019,Off-Shore
Papua New Guinea,0.0,2019,Off-Shore
Phillippines,0.0,2019,Off-Shore
Taiwan,0.0,2019,Off-Shore
Thailand,3.0,2019,Off-Shore
Vietnam,2.0,2019,Off-Shore
Oth Far East,0.0,2019,Off-Shore
U.S,0.0,2019,Off-Shore
Canada,0.0,2019,Off-Shore
Austria,0.0,2019,Off-Shore
Denmark,0.0,2019,Off-Shore
France,0.0,2019,Off-Shore
Germany,1.0,2019,Off-Shore
Greece,1.0,2019,Off-Shore
Netherlands,1.0,2019,Off-Shore
